78,104,22,12,7,0,1,0,0,0,0,0,0,0,0,0
104,3784,3097,978,594,176,65,28,13,7,0,1,1,0,0,0
22,3097,10338,5835,3085,835,340,152,120,54,13,31,6,0,0,0
12,978,5835,9530,6884,1656,630,393,289,106,18,88,18,1,1,0
7,594,3085,6884,13008,4344,1770,1013,776,402,86,264,87,6,1,0
0,176,835,1656,4344,2876,1454,871,740,303,101,270,92,9,0,1
1,65,340,630,1770,1454,894,655,591,293,95,188,89,10,0,0
0,28,152,393,1013,871,655,576,518,275,64,183,64,8,1,0
0,13,120,289,776,740,591,518,666,454,132,314,104,10,1,0
0,7,54,106,402,303,293,275,454,362,102,288,114,15,1,0
0,0,13,18,86,101,95,64,132,102,32,104,33,6,0,0
0,1,31,88,264,270,188,183,314,288,104,444,228,34,10,0
0,1,6,18,87,92,89,64,104,114,33,228,266,67,13,0
0,0,0,1,6,9,10,8,10,15,6,34,67,30,10,1
0,0,0,1,1,0,0,1,1,1,0,10,13,10,4,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
