0,0,0,0,4,4,2,2,1,2,1,0,0,0,0,0
0,0,29,35,113,140,131,142,95,76,10,45,14,0,0,0
0,29,332,221,290,210,235,220,173,162,52,142,49,4,0,0
0,35,221,522,825,420,219,219,210,192,67,169,78,8,0,0
4,113,290,825,2696,2535,1166,820,654,642,289,682,471,77,3,0
4,140,210,420,2535,4802,2895,2001,1281,1113,426,1201,760,147,16,2
2,131,235,219,1166,2895,2334,2261,1558,1174,369,975,650,137,39,3
2,142,220,219,820,2001,2261,2322,1939,1575,528,1335,757,135,26,0
1,95,173,210,654,1281,1558,1939,1724,1640,580,1585,889,171,35,4
2,76,162,192,642,1113,1174,1575,1640,1746,723,2353,1252,189,23,1
1,10,52,67,289,426,369,528,580,723,362,1149,672,123,20,0
0,45,142,169,682,1201,975,1335,1585,2353,1149,4308,3263,594,73,5
0,14,49,78,471,760,650,757,889,1252,672,3263,3960,1031,142,5
0,0,4,8,77,147,137,135,171,189,123,594,1031,432,70,4
0,0,0,0,3,16,39,26,35,23,20,73,142,70,8,2
0,0,0,0,0,2,3,0,4,1,0,5,5,4,2,0
