36,82,24,2,6,2,0,0,0,0,0,0,0,0,0,0
82,1264,992,407,315,75,43,9,14,4,0,4,1,0,0,0
24,992,2070,1663,1408,480,233,124,84,44,17,35,14,1,0,0
2,407,1663,1982,2724,1006,510,241,247,133,34,119,51,3,0,0
6,315,1408,2724,5628,3012,1782,1051,1075,548,195,621,284,22,2,0
2,75,480,1006,3012,2276,1705,1101,1196,708,242,743,384,52,4,0
0,43,233,510,1782,1705,1394,1076,1182,792,263,868,508,52,10,0
0,9,124,241,1051,1101,1076,982,1116,738,262,898,524,74,4,1
0,14,84,247,1075,1196,1182,1116,1580,1167,467,1542,1024,153,19,0
0,4,44,133,548,708,792,738,1167,1036,424,1473,1089,201,32,0
0,0,17,34,195,242,263,262,467,424,140,717,576,97,25,1
0,4,35,119,621,743,868,898,1542,1473,717,3244,3232,652,139,7
0,1,14,51,284,384,508,524,1024,1089,576,3232,5430,1868,459,24
0,0,1,3,22,52,52,74,153,201,97,652,1868,1624,642,34
0,0,0,0,2,4,10,4,19,32,25,139,459,642,588,61
0,0,0,0,0,0,0,1,0,0,1,7,24,34,61,34
