94,116,10,4,1,1,0,0,0,0,0,0,0,0,0,0
116,4680,2973,672,334,68,19,9,1,2,0,0,0,0,0,0
10,2973,12252,5852,2204,485,141,54,31,12,5,3,0,0,0,0
4,672,5852,11100,6814,1331,403,194,114,40,12,22,2,0,0,0
1,334,2204,6814,15202,4571,1685,836,581,232,40,143,19,1,0,0
1,68,485,1331,4571,3528,1680,919,717,291,81,185,46,2,0,0
0,19,141,403,1685,1680,1194,808,645,295,58,173,53,2,0,0
0,9,54,194,836,919,808,742,668,320,68,166,55,7,0,0
0,1,31,114,581,717,645,668,964,533,116,315,91,6,1,0
0,2,12,40,232,291,295,320,533,510,146,334,89,8,0,0
0,0,5,12,40,81,58,68,116,146,80,155,30,2,0,0
0,0,3,22,143,185,173,166,315,334,155,640,306,29,3,0
0,0,0,2,19,46,53,55,91,89,30,306,418,75,10,0
0,0,0,0,1,2,2,7,6,8,2,29,75,58,17,1
0,0,0,0,0,0,0,0,1,0,0,3,10,17,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
