6,39,5,6,2,0,0,0,0,0,0,0,0,0,0,0
39,1402,1252,812,558,489,178,50,20,12,8,3,3,3,0,0
5,1252,2182,1987,1886,2298,1084,284,153,82,56,18,16,8,1,0
6,812,1987,1858,1956,3019,1743,722,413,238,175,72,25,31,5,0
2,558,1886,1956,2112,3194,2148,1003,624,402,327,134,67,74,7,0
0,489,2298,3019,3194,5700,4231,2027,1352,985,1008,468,229,249,24,0
0,178,1084,1743,2148,4231,3492,2085,1372,1028,1043,567,333,433,67,1
0,50,284,722,1003,2027,2085,1310,957,747,715,366,212,338,58,1
0,20,153,413,624,1352,1372,957,896,692,642,369,189,299,59,0
0,12,82,238,402,985,1028,747,692,604,678,322,167,250,65,0
0,8,56,175,327,1008,1043,715,642,678,924,489,275,375,109,1
0,3,18,72,134,468,567,366,369,322,489,368,186,262,46,1
0,3,16,25,67,229,333,212,189,167,275,186,106,213,64,1
0,3,8,31,74,249,433,338,299,250,375,262,213,436,161,7
0,0,1,5,7,24,67,58,59,65,109,46,64,161,122,10
0,0,0,0,0,0,1,1,0,0,1,1,1,7,10,2
