4,31,14,3,2,2,0,0,0,0,0,0,0,0,0,0
31,1732,1500,699,395,353,89,12,0,0,0,0,0,0,0,0
14,1500,5134,2338,973,855,325,91,31,13,4,2,0,0,0,0
3,699,2338,5102,2553,1436,543,204,90,44,32,3,6,1,0,0
2,395,973,2553,5284,3676,856,310,181,112,82,26,11,6,0,0
2,353,855,1436,3676,11808,4451,1079,536,384,352,147,73,67,5,0
0,89,325,543,856,4451,7880,2821,1118,591,526,238,111,163,27,1
0,12,91,204,310,1079,2821,2976,1615,742,494,199,96,147,27,0
0,0,31,90,181,536,1118,1615,2020,1173,690,245,125,156,34,1
0,0,13,44,112,384,591,742,1173,1424,1099,319,134,179,37,0
0,0,4,32,82,352,526,494,690,1099,2014,815,310,302,67,1
0,0,2,3,26,147,238,199,245,319,815,802,418,369,60,1
0,0,0,6,11,73,111,96,125,134,310,418,358,382,39,2
0,0,0,1,6,67,163,147,156,179,302,369,382,1048,233,10
0,0,0,0,0,5,27,27,34,37,67,60,39,233,222,6
0,0,0,0,0,0,1,0,1,0,1,1,2,10,6,0
