98,106,18,1,1,0,0,0,0,0,0,0,0,0,0,0
106,4638,3038,689,320,61,4,2,0,2,0,0,0,0,0,0
18,3038,12026,5827,2338,493,138,50,18,7,3,1,0,0,0,0
1,689,5827,10986,6909,1310,417,192,121,26,5,18,2,0,0,0
1,320,2338,6909,14826,4538,1689,805,618,262,58,131,26,2,0,0
0,61,493,1310,4538,3440,1637,983,680,326,82,205,55,5,1,0
0,4,138,417,1689,1637,1174,796,658,252,81,188,68,5,1,0
0,2,50,192,805,983,796,712,666,312,71,172,60,6,0,0
0,0,18,121,618,680,658,666,860,561,136,318,109,7,0,0
0,2,7,26,262,326,252,312,561,432,120,369,115,9,0,0
0,0,3,5,58,82,81,71,136,120,42,148,41,6,0,0
0,0,1,18,131,205,188,172,318,369,148,608,265,29,7,1
0,0,0,2,26,55,68,60,109,115,41,265,348,80,13,1
0,0,0,0,2,5,5,6,7,9,6,29,80,46,12,0
0,0,0,0,0,1,1,0,0,0,0,7,13,12,8,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
