2,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0
10,332,275,91,90,32,12,3,2,1,0,0,0,0,0,0
3,275,722,418,357,145,84,68,32,20,7,9,3,0,0,0
0,91,418,776,1038,404,148,124,85,61,14,33,16,0,0,0
0,90,357,1038,3918,2732,975,634,474,428,146,337,162,17,0,0
0,32,145,404,2732,6068,3187,1744,1021,877,342,896,453,64,6,0
1,12,84,148,975,3187,3252,2557,1320,909,288,817,484,99,16,4
0,3,68,124,634,1744,2557,3254,2305,1434,408,1021,611,114,23,1
0,2,32,85,474,1021,1320,2305,2512,2001,615,1289,705,152,25,2
0,1,20,61,428,877,909,1434,2001,2598,978,2360,1018,157,27,0
0,0,7,14,146,342,288,408,615,978,470,1402,572,105,16,1
0,0,9,33,337,896,817,1021,1289,2360,1402,5538,3577,477,66,4
0,0,3,16,162,453,484,611,705,1018,572,3577,4972,1198,142,5
0,0,0,0,17,64,99,114,152,157,105,477,1198,606,107,7
0,0,0,0,0,6,16,23,25,27,16,66,142,107,26,2
0,0,0,0,0,0,4,1,2,0,1,4,5,7,2,0
