40,85,18,4,4,0,0,0,0,0,0,0,0,0,0,0
85,1324,995,420,295,57,22,6,3,1,0,0,2,0,0,0
18,995,2258,1609,1459,439,195,84,65,26,5,10,0,0,0,0
4,420,1609,2176,2758,1064,457,224,194,102,22,72,13,0,0,0
4,295,1459,2758,5888,3140,1844,995,946,520,168,470,182,8,0,0
0,57,439,1064,3140,2294,1710,1114,1191,679,237,680,354,27,1,0
0,22,195,457,1844,1710,1424,1148,1235,762,280,852,435,43,5,0
0,6,84,224,995,1114,1148,1034,1178,777,266,869,451,52,5,0
0,3,65,194,946,1191,1235,1178,1806,1211,459,1536,937,106,15,1
0,1,26,102,520,679,762,777,1211,1018,423,1579,1099,181,16,0
0,0,5,22,168,237,280,266,459,423,192,764,543,85,18,2
0,0,10,72,470,680,852,869,1536,1579,764,3376,3330,651,108,4
0,2,0,13,182,354,435,451,937,1099,543,3330,5664,1966,474,16
0,0,0,0,8,27,43,52,106,181,85,651,1966,1698,633,27
0,0,0,0,0,1,5,5,15,16,18,108,474,633,628,82
0,0,0,0,0,0,0,0,1,0,2,4,16,27,82,30
